Biosample ID,SRA ID,OrganismName,depth,description,ENA checklist,EVENT_Device,Event Date/Time,IHO,INSDC center name,INSDC first public,INSDC last update,INSDC status,Latitude End,Latitude Start,Longitude End,Longitude Start,Marine Region,Protocol Label,SAMPLE_Title,SAMPLING_Objective,SRA accession,salinity,Sample Name,Sampling Campaign,Sampling Platform,Sampling Site,temperature,Title,broad-scale environmental context,environment (feature),environment (material),environmental package,mrgid,Attributes/Attribute/33/_attribute_name,Attributes/Attribute/33/_harmonized_name,Attributes/Attribute/33/_display_name,project name,_publication_date,_last_update,_submission_date,_id,_accession
SAMEA3282990,ERS667517,marine metagenome,0,Participate at OSD june 2014,ERC000027,Acid rinsed plastic Carboys,2014-06-21T11:40:00+00,South Atlantic Ocean,"OSD_Centro Universitario de la Región Este, Rocha",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-34.37,-34.37,-54.16,-54.16,South Atlantic Ocean,NPL022,OSD149_2014-06-21_0m_NPL022,Participate at OSD june 2014,ERS667517,14.3,ERS667517,OSD-Jun-2014,"Zodiac, carboys","OSD149,Laguna Rocha Norte",10.98,OSD149_2014-06-21_0m_NPL022,costal lagoon periodicay coneccted to the Atlantic Ocean,ENVO:00002042,ENVO:00002042,water,1914,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-16T00:21:34.887,2015-03-04T08:10:46.050,3386804,SAMEA3282990
SAMEA3282988,ERS667515,marine metagenome,0,Participation at OSD june 2014,ERC000027,Acid rinsed plastic Carboys,2014-06-21T12:00:00+00,South Atlantic Ocean,"OSD_Centro Universitario de la Región Este, Rocha",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-34.6759,-34.6759,-54.2752,-54.2752,South Atlantic Ocean,NPL022,OSD150_2014-06-21_0m_NPL022,Participation at OSD june 2014,ERS667515,18,ERS667515,OSD-Jun-2014,"Zodiac, carboys","OSD150,Laguna Rocha Sur",9.99,OSD150_2014-06-21_0m_NPL022,costal lagoon periodically connected to the Atlantic Ocean,ENVO:00002042,ENVO:00002042,water,1914,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-16T00:21:34.717,2015-03-04T08:10:45.963,3386803,SAMEA3282988
SAMEA3282986,ERS667514,marine metagenome,0,Participation at OSD june 2014,ERC000027,Acid rinsed plastic Carboys,2014-06-21T11:30:00+00,South Atlantic Ocean,"OSD_Centro Universitario de la Región Este, Rocha",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-34.42,-34.42,-54.16,-54.16,South Atlantic Ocean,NPL022,OSD151_2014-06-21_0m_NPL022,Participation at OSD june 2014,ERS667514,32.86,ERS667514,OSD-Jun-2014,"Zodiac, carboys","OSD151,South Atlantic Microbial Observatory",11.67,OSD151_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1914,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-16T00:21:34.530,2015-03-04T08:10:45.867,3386802,SAMEA3282986
SAMEA3275502,ERS667511,marine metagenome,5,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program: http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,ERC000027,10L Niskin,2014-06-20T12:30:00+00,North Atlantic Ocean,OSD_Dalhousie University,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,44.6936,44.6936,-63.6403,-63.6403,North Atlantic Ocean,NPL022,OSD152_2014-06-20_5m_NPL022,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program: http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,ERS667511,29.8,ERS667511,OSD-Jun-2014,"dive vessel, Eastcom","OSD152,Compass Buoy Station - Bedford Basin",10.8,OSD152_2014-06-20_5m_NPL022,ENVO:00000447 for marine biome,ENVO:00002151 for ocean water,ENVO:00002010 for seawater,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:17.547,2015-03-04T08:10:45.790,3386801,SAMEA3275502
SAMEA3275500,ERS667509,marine metagenome,1,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program: http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,ERC000027,10L Niskin,2014-06-20T12:10:30+00,North Atlantic Ocean,OSD_Dalhousie University,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,44.6936,44.6936,-63.6403,-63.6403,North Atlantic Ocean,NPL022,OSD152_2014-06-20_1m_NPL022,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program: http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php,ERS667509,28.9,ERS667509,OSD-Jun-2014,"dive vessel, Eastcom","OSD152,Compass Buoy Station - Bedford Basin",12.8,OSD152_2014-06-20_1m_NPL022,"ENVO:00000447 for ""marine biome""","ENVO:00002042 for ""surface water""","ENVO:00002010 for ""seawater""",water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:15.000,2015-03-04T08:10:45.687,3386800,SAMEA3275500
SAMEA3275499,ERS667508,marine metagenome,0,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",ERC000027,"5L Plastic water Gallons, Disinfected",2014-06-21T10:15:00+00,North Atlantic Ocean,"OSD_Centre of Marine Sciences, Portugal",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,36.997655,36.997655,-7.973119,-7.973119,North Atlantic Ocean,NPL022,OSD153_2014-06-21_0m_NPL022,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",ERS667508,34.4,ERS667508,OSD-Jun-2014,On Site Access,"OSD153,Faro Island",21.1,OSD153_2014-06-21_0m_NPL022,Marine,Surface,Seawater,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:14.593,2015-03-04T08:10:45.567,3386799,SAMEA3275499
SAMEA3275498,ERS667507,marine metagenome,1,impact of global change on coastal zones and its relative importance compared with local human activities,ERC000027,30 liters - Niskin,2014-06-20T12:20:00+00,Bay of Biscay,OSD_Centre Nationale Recherche Scientific,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,44.66666,44.66666,-1.16666,-1.16666,Bay of Biscay,NPL022,OSD154_2014-06-20_1m_NPL022,impact of global change on coastal zones and its relative importance compared with local human activities,ERS667507,32.4,ERS667507,OSD-Jun-2014,research vessel PLANULA IV,"OSD154,Arcachon-SOMLIT",20.7,OSD154_2014-06-20_1m_NPL022,ENVO:01000023,ENVO:00002042,ENVO:00002010,water,2359,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:14.810,2015-03-04T08:10:45.470,3386798,SAMEA3275498
SAMEA3275497,ERS667506,marine metagenome,1,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",ERC000027,Water sample with 1 bucket a 5 L deployed 2x at 1 m (HCL washed),2014-06-21T08:00:00+00,Skaggerak,OSD_Kind Of Blue Project (Private/Individual),2015-03-03T17:02:18Z,2017-11-06T14:33:01Z,public,59.81618,59.81618,10.59863,10.59863,Skaggerak,NPL022,OSD155_2014-06-21_1m_NPL022,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",ERS667506,30.054,ERS667506,OSD-Jun-2014,C4 Bombard,"OSD155,Steilene Oslofjord",18.7,OSD155_2014-06-21_1m_NPL022,ENVO:00000447 marine biome,Sheltered location near shore and weather station,Particulate matter on a 0.22 Um pore size filter,water,2379,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:14.373,2015-03-04T08:10:45.370,3386797,SAMEA3275497
SAMEA3275494,ERS667503,marine metagenome,1,Testing the hands OSD concept for future use with students \nand pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics\n\nNote Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,ERC000027,1 bucket a 5 L deployed x at 1 m,2014-06-21T11:00:00+00,Skaggerak,OSD_Kind Of Blue Project (Private/Individual),2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,59.89961,59.89961,10.71999,10.71999,Skaggerak,NPL022,OSD156_2014-06-21_1m_NPL022,Testing the hands OSD concept for future use with students \nand pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics\n\nNote Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,ERS667503,30.054,ERS667503,OSD-Jun-2014,OSF,"OSD156,Hvaler Tisler Site",17.8,OSD156_2014-06-21_1m_NPL022,ENVO:00000447 marine biome,ENVO:00002042 Surface water,ENVO:00002010 seawater,water,2379,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:14.170,2015-03-04T08:10:45.270,3386796,SAMEA3275494
SAMEA3275493,ERS667502,marine metagenome,1,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,ERC000027,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,2014-06-20T10:00:00+00,Skaggerak,OSD_Kind Of Blue Project (Private/Individual),2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,59.622,59.622,10.6282,10.6282,Skaggerak,NPL022,OSD157_2014-06-20_1m_NPL022,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,ERS667502,26.115,ERS667502,OSD-Jun-2014,Trygve Braarud http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD,"OSD157,ELLEIm2",18,OSD157_2014-06-20_1m_NPL022,ENVO:00000447 marine biome,The site is in the outerpart of the Oslofjord,ENVO:00002010 seawater,water,2379,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:14.000,2015-03-04T08:10:45.173,3386795,SAMEA3275493
SAMEA3275491,ERS667500,marine metagenome,0,Microbial environmenta Characterization,ERC000027,Bucket,2014-06-21T10:20:00+00,North Atlantic Ocean,"OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,37.4328,37.4328,-25.19,-25.19,North Atlantic Ocean,NPL022,OSD158_2014-06-21_0m_NPL022,Microbial environmenta Characterization,ERS667500,35.7,ERS667500,OSD-Jun-2014,Zephirus (zodiac),"OSD158,Sao Miguel Azores II",19.2,OSD158_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:13.843,2015-03-04T08:10:45.053,3386794,SAMEA3275491
SAMEA3275490,ERS667499,marine metagenome,2,Prokaryotes and Eukaryotes,ERC000027,Niskin Bottle 8 Liters,2014-06-21T11:00:00+00,Celtic Sea,OSD_Centre Nationale Recherche Scientific,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,48.359,48.359,-4.552,-4.552,Celtic Sea,NPL022,OSD159_2014-06-21_2m_NPL022,Prokaryotes and Eukaryotes,ERS667499,34.78,ERS667499,OSD-Jun-2014,Brest-Somlit Station.,"OSD159,Brest-SOMLIT",16,OSD159_2014-06-21_2m_NPL022,in situ Sea Water,Iroise sea,polypropylene bottle,water,2351,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:13.670,2015-03-04T08:10:44.920,3386793,SAMEA3275490
SAMEA3275489,ERS667498,marine metagenome,1,The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.,ERC000027,A 10m Lund tube was used to collect water for the OSD samples.,2014-06-23T11:00:00+00,North Sea,OSD_Marine Scotland Science,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,56.9631,56.9631,-2.1031,-2.1031,North Sea,NPL022,OSD162_2014-06-23_1m_NPL022,The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.,ERS667498,34.3163,ERS667498,OSD-Jun-2014,The sampling site is 5km offshore and sampling is performed from a boat. Sampling for OSD was performed using a 10m Lund tube.,"OSD162,Stonehaven",12.2,OSD162_2014-06-23_1m_NPL022,seawater,seawater,seawater,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:13.500,2015-03-04T08:10:44.700,3386792,SAMEA3275489
SAMEA3275488,ERS667497,marine metagenome,2,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme,ERC000027,bucket,2014-06-20T12:00:00+00,North Sea,OSD_Marine Scotland Science,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,58.957,58.957,-2.9726,-2.9726,North Sea,NPL022,OSD163_2014-06-20_2m_NPL022,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme,ERS667497,34.445,ERS667497,OSD-Jun-2014,pier,"OSD163,Scapa",11.7,OSD163_2014-06-20_2m_NPL022,Seawater,Atlantic,seawater,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:13.327,2015-03-04T08:10:44.443,3386791,SAMEA3275488
SAMEA3275487,ERS667496,marine metagenome,2,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.,ERC000027,Bucket,2014-06-23T09:00:00+00,Inner Seas off the West Coast of Scotland,OSD_Marine Scotland Science,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,57.8498,57.8498,-5.6495,-5.6495,Inner Seas off the West Coast of Scotland,NPL022,OSD165_2014-06-23_2m_NPL022,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.,ERS667496,32.4453,ERS667496,OSD-Jun-2014,Boat,"OSD165,Loch Ewe",14.3,OSD165_2014-06-23_2m_NPL022,This is a filtered seawater sample,Sample comes from a sea loch with a North Atlantic influence,Sterivex filter,water,4283,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:13.140,2015-03-04T08:10:44.340,3386790,SAMEA3275487
SAMEA3275486,ERS667495,marine metagenome,0.5,"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.",ERC000027,5 L Bucket,2014-06-21T10:48:00+00,Mediterranean Sea - Western Basin,OSD_Plentzia Marine Station,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,43.43287,43.43255,2.90056,2.89966,Mediterranean Sea - Western Basin,NPL022,OSD166_2014-06-21_0.5m_NPL022,"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.",ERS667495,35.05,ERS667495,OSD-Jun-2014,"Commercial vessel , Crusoe Tresure underwater cellar","OSD166,Armintza",17.88,OSD166_2014-06-21_0.5m_NPL022,ENVO:01000023,ENVO:01000080,ENVO:00002223,water,4279,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:56.347,2015-03-04T08:10:44.223,3386789,SAMEA3275486
SAMEA3275485,ERS667494,marine metagenome,0.1,"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland",ERC000027,Plastic container 5 L,2014-06-21T14:15:00+00,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,65.7064,65.7064,-18.1181,-18.1181,Greenland Sea,NPL022,OSD167_2014-06-21_0.1m_NPL022,"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland",ERS667494,1.1,ERS667494,OSD-Jun-2014,Coastline,"OSD167,Eyafjordur_6",11,OSD167_2014-06-21_0.1m_NPL022,ENVO:00000039,ENVO:00002150,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:55.860,2015-03-04T08:10:44.050,3386788,SAMEA3275485
SAMEA3275484,ERS667493,marine metagenome,2,"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.",ERC000027,Nansen Bottle,2014-06-21T11:15:10+00,Aegean Sea,OSD_Dokuz Eylul University Institute of Marine Sciences and Technology,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,38.41333,38.41333,27.03421,27.03421,Aegean Sea,NPL022,OSD168_2014-06-21_2m_NPL022,"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.",ERS667493,38.301,ERS667493,OSD-Jun-2014,R/V K Piri Reis deck,"OSD168,IMST_izmir",25.7352,OSD168_2014-06-21_2m_NPL022,marine biome,marine habitat,surface water,water,3315,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:55.580,2015-03-04T08:10:43.863,3386787,SAMEA3275484
SAMEA3275483,ERS667492,marine metagenome,0.1,Sampling for OSD,ERC000027,Bucket,2014-06-21T11:49:00+00,North Sea,OSD_University of Essex,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,51.796139,51.796139,1.012958,1.012958,North Sea,NPL022,OSD169_2014-06-21_0.1m_NPL022,Sampling for OSD,ERS667492,35.2,ERS667492,OSD-Jun-2014,Essex Research Boat,"OSD169,Brightlingsea Creek, Essex",18.5,OSD169_2014-06-21_0.1m_NPL022,marine biome,surface water,seawater,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:55.330,2015-03-04T08:10:43.703,3386786,SAMEA3275483
SAMEA3275482,ERS667491,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-25T06:04:57+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,51.2695,51.269517,2.90465,2.9047,North Sea,NPL022,OSD170_2014-06-25_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667491,32.2575,ERS667491,OSD-Jun-2014,RV Simon Stevin,"OSD170,130",18.6188,OSD170_2014-06-25_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:55.097,2015-03-04T08:10:43.617,3386785,SAMEA3275482
SAMEA3275481,ERS667490,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-25T05:23:32+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.307333,51.307333,2.849333,2.849333,North Sea,NPL022,OSD171_2014-06-25_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667490,32.8054,ERS667490,OSD-Jun-2014,RV Simon Stevin,"OSD171,230",18.2617,OSD171_2014-06-25_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:54.893,2015-03-04T08:10:43.540,3386784,SAMEA3275481
SAMEA3275480,ERS667489,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-25T03:45:37+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.37485,51.37485,3.218333,3.218333,North Sea,NPL022,OSD172_2014-06-25_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,ERS667489,32.3383,ERS667489,OSD-Jun-2014,RV Simon Stevin,"OSD172,700",18.4817,OSD172_2014-06-25_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:54.610,2015-03-04T08:10:43.450,3386783,SAMEA3275480
SAMEA3275479,ERS667488,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-25T02:39:52+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.441017,51.441017,3.13995,3.13995,North Sea,NPL022,OSD173_2014-06-25_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667488,33.1261,ERS667488,OSD-Jun-2014,RV Simon Stevin,"OSD173,710",18.1816,OSD173_2014-06-25_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:53.800,2015-03-04T08:10:43.363,3386782,SAMEA3275479
SAMEA3275478,ERS667487,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-25T01:47:42+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.471583,51.471567,3.0592,3.059167,North Sea,NPL022,OSD174_2014-06-25_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,ERS667487,33.3739,ERS667487,OSD-Jun-2014,RV Simon Stevin,"OSD174,780",17.9425,OSD174_2014-06-25_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:54.313,2015-03-04T08:10:43.270,3386781,SAMEA3275478
SAMEA3275477,ERS667486,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T13:13:57+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.334817,51.334817,2.50215,2.50215,North Sea,NPL022,OSD175_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,ERS667486,34.2852,ERS667486,OSD-Jun-2014,RV Simon Stevin,"OSD175,ZG02",17.2187,OSD175_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:54.063,2015-03-04T08:10:43.173,3386780,SAMEA3275477
SAMEA3275476,ERS667485,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T12:27:17+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.277933,51.2777,2.613667,2.6135,North Sea,NPL022,OSD176_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667485,33.3699,ERS667485,OSD-Jun-2014,RV Simon Stevin,"OSD176,215",18.1228,OSD176_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:53.580,2015-03-04T08:10:43.070,3386779,SAMEA3275476
SAMEA3275475,ERS667484,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T11:35:57+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.185917,51.18575,2.702133,2.701667,North Sea,NPL022,OSD177_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667484,32.5834,ERS667484,OSD-Jun-2014,RV Simon Stevin,"OSD177,120",18.7362,OSD177_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:53.140,2015-03-04T08:10:42.980,3386778,SAMEA3275475
SAMEA3275474,ERS667483,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T23:20:37+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.580317,51.580333,2.7897,2.7897,North Sea,NPL022,OSD178_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,ERS667483,34.4964,ERS667483,OSD-Jun-2014,RV Simon Stevin,"OSD178,435",16.7589,OSD178_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:53.360,2015-03-04T08:10:42.880,3386777,SAMEA3275474
SAMEA3275473,ERS667482,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T13:16:32+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.458433,51.458433,2.350467,2.350467,North Sea,NPL022,OSD182_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667482,34.9975,ERS667482,OSD-Jun-2014,RV Simon Stevin,"OSD182,W08",15.7139,OSD182_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:52.720,2015-03-04T08:10:42.777,3386776,SAMEA3275473
SAMEA3275472,ERS667481,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T21:58:17+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.74835,51.74835,2.698,2.698,North Sea,NPL022,OSD183_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667481,35.0087,ERS667481,OSD-Jun-2014,RV Simon Stevin,"OSD183,W09",15.8014,OSD183_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:52.923,2015-03-04T08:10:42.670,3386775,SAMEA3275472
