SampleID_Tara	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sample Status	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Upper Threshold	Temperature	Title
TARA_R100000005	SAMEA2619903	0.186697	5	This sample (TARA_R100000005) was collected during the Tara Oceans expedition (2009-2013) at station TARA_034 (latitudeN=18.3967, longitudeE=39.875) on date/time=2010-01-20T04:27, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000006,TARA_R100000007.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-01-20T08:30	2010-01-20T04:27	TARA_20100120T0427Z_034_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:12Z	public	2014-05-01Z	18.4017	18.3967	39.855	39.875	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)	-0.927087	184.061167	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488673	38.646858	PUMP (High Volume Peristaltic Pump)	ERS488673	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_034	0.22	27.59865	TARA_20100120T0427Z_034_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000005
TARA_A100001518	SAMEA2619854	0.224444	80	This sample (TARA_A100001518) was collected during the Tara Oceans expedition (2009-2013) at station TARA_032 (latitudeN=23.4183, longitudeE=37.245) on date/time=2010-01-11T14:17, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 78-82 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_A100001519,TARA_A100001520.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-01-11T15:20	2010-01-11T14:17	TARA_20100111T1417Z_032_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:36Z	public	2014-05-01Z	23.4217	23.4183	37.2517	37.245	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)	1.201064	179.968	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488613	40.196433	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488613	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_032	0.22	26.050367	TARA_20100111T1417Z_032_EVENT_PUMP_P_D_(80 m)_VIRUS_NUC-Fe_W<-0.22_TARA_A100001518
TARA_A100001516	SAMEA2619838	0	5	This sample (TARA_A100001516) was collected during the Tara Oceans expedition (2009-2013) at station TARA_032 (latitudeN=23.36, longitudeE=37.2183) on date/time=2010-01-11T07:21, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_A100001515,TARA_A100001517.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-01-11T11:00	2010-01-11T07:21	TARA_20100111T0721Z_032_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:32Z	public	2014-05-01Z	23.4017	23.36	37.2183	37.2183	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)	-0.541919	188.416583	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488589	39.74725	PUMP (High Volume Peristaltic Pump)	ERS488589	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_032	0.22	25.824383	TARA_20100111T0721Z_032_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_A100001516
TARA_A100001392	SAMEA2619815	0.048898	5	This sample (TARA_A100001392) was collected during the Tara Oceans expedition (2009-2013) at station TARA_031 (latitudeN=27.16, longitudeE=27.1433) on date/time=2010-01-09T07:15, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_A100001391,TARA_A100001393.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-01-09T11:20	2010-01-09T07:15	TARA_20100109T0715Z_031_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:33Z	public	2014-05-01Z	34.835	27.16	34.8033	27.1433	(search radius=5 degrees) Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)	-0.137284	188.763583	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488558	39.981867	PUMP (High Volume Peristaltic Pump)	ERS488558	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_031	0.22	25.0621	TARA_20100109T0715Z_031_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_A100001392
TARA_E500000306	SAMEA2619791	0.201016	50	This sample (TARA_E500000306) was collected during the Tara Oceans expedition (2009-2013) at station TARA_025 (latitudeN=39.3991, longitudeE=19.3997) on date/time=2009-11-23T13:52, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_E500000305,TARA_E500000307.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-23T16:06	2009-11-23T13:52	TARA_20091123T1352Z_025_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:39Z	public	2014-05-01Z	39.3757	39.3991	19.4167	19.3997	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	229.547682	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488518	38.475705	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488518	This version can be used to provide data discovery services	TARA_20091122Z	SV Tara	TARA_025	0.22	15.161277	TARA_20091123T1352Z_025_EVENT_PUMP_P_D_(50 m)_VIRUS_NUC-Fe_W<-0.22_TARA_E500000306
TARA_E500000318	SAMEA2619779	0.121845	5	This sample (TARA_E500000318) was collected during the Tara Oceans expedition (2009-2013) at station TARA_025 (latitudeN=39.3888, longitudeE=19.3905) on date/time=2009-11-23T09:12, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_E500000319,TARA_E500000320.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-23T11:18	2009-11-23T09:12	TARA_20091123T0912Z_025_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:32Z	public	2014-05-01Z	39.3599	39.3888	19.4084	19.3905	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	218.016833	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488499	38.182917	PUMP (High Volume Peristaltic Pump)	ERS488499	This version can be used to provide data discovery services	TARA_20091122Z	SV Tara	TARA_025	0.22	18.342533	TARA_20091123T0912Z_025_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_E500000318
TARA_S200002703	SAMEA2619747	0.180911	5	This sample (TARA_S200002703) was collected during the Tara Oceans expedition (2009-2013) at station TARA_022 (latitudeN=39.8386, longitudeE=17.4155) on date/time=2009-11-16T08:16, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-16T08:23	2009-11-16T08:16	TARA_20091116T0816Z_022_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:35Z	public	2014-05-01Z	39.8401	39.8386	17.4152	17.4155	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	220.927083	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488448	37.759667	PUMP (High Volume Peristaltic Pump)	ERS488448	This version can be used to provide data discovery services	TARA_20091111Z	SV Tara	TARA_022	0.22	17.041483	TARA_20091116T0816Z_022_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_S200002703
TARA_A100000172	SAMEA2619686	0.132494	60	This sample (TARA_A100000172) was collected during the Tara Oceans expedition (2009-2013) at station TARA_018 (latitudeN=35.7528, longitudeE=14.2765) on date/time=2009-11-02T14:07, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 58-62 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-02T15:56	2009-11-02T14:07	TARA_20091102T1407Z_018_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:37Z	public	2014-05-01Z	35.7593	35.7528	14.3453	14.2765	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	237.8893	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488354	37.89241	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488354	This version can be used to provide data discovery services	TARA_20091031Z	SV Tara	TARA_018	0.22	18.36839	TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_VIRUS_NUC-Fe_W<-0.22_TARA_A100000172
TARA_A100000171	SAMEA2619677	0.048898	5	This sample (TARA_A100000171) was collected during the Tara Oceans expedition (2009-2013) at station TARA_018 (latitudeN=35.759, longitudeE=14.2574) on date/time=2009-11-02T08:13, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-02T11:39	2009-11-02T08:13	TARA_20091102T0813Z_018_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:34Z	public	2014-05-01Z	35.7392	35.759	14.3321	14.2574	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	207.791417	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488340	37.89245	PUMP (High Volume Peristaltic Pump)	ERS488340	This version can be used to provide data discovery services	TARA_20091031Z	SV Tara	TARA_018	0.22	21.4395	TARA_20091102T0813Z_018_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_A100000171
TARA_A100001374	SAMEA2591132	0.042495	70	This sample (TARA_A100001374) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-12-15T15:23:37Z at station TARA_030 (latitudeN=33.9235, longitudeE=32.8118) from a deep chlorophyll maximum layer (ENVO:xxxxxxxx) at a depth of 66-75 m, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (<-0.22 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of virus nucleotide sequences identification by pyrosequencing methods. This sample has replicate sample(s): TARA_A100001376.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-12-15T17:32	2009-12-15T15:23	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2014-11-06T09:09:25Z	public	2014-05-01Z	33.93	33.9235	32.7322	32.8118	(search radius=5 degree) Marine Ecoregion:Levantine Sea (MRGID:21895)	0.254406	218.132538	Tara Oceans	VIRUS_NUC-DNA-Fe(20L)_W<-0.22	ERS478052	39.255952	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS478052	This version is NOT FINAL but can be used to provide data discovery services	TARA_20091214Z	SV Tara	TARA_030	0.22	18.979535	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_MB_D_(70-75m)_VIRUS_NUC-DNA-Fe(20L)_W<-0.22_TARA_A100001374
TARA_E500000082	SAMEA2591107	0.0599	55	This sample (TARA_E500000082) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-11-18T13:50Z at station TARA_023 (latitudeN=42.1735, longitudeE=17.7252) from a deep chlorophyll maximum layer (ENVO:xxxxxxxx) at a depth of 53-57 m, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (<-0.22 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of virus nucleotide sequences identification by pyrosequencing methods.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-18T15:46	2009-11-18T13:50	TARA_20091118T1240Z_023_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2014-11-06T09:09:25Z	public	2014-05-01Z	42.1659	42.1735	17.7285	17.7252	(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	224.786708	Tara Oceans	VIRUS_NUC-DNA-Fe(20L)_W<-0.22	ERS478007	38.472729	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS478007	This version is NOT FINAL but can be used to provide data discovery services	TARA_20091111Z	SV Tara	TARA_023	0.22	15.194062	TARA_20091118T1240Z_023_EVENT_PUMP_P_D_(55-57m)_VIRUS_NUC-DNA-Fe(20L)_W<-0.22_TARA_E500000082
TARA_A100001017	SAMEA2591119	0.01585	5	This sample (TARA_A100001017) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-12-15T10:41Z at station TARA_030 (latitudeN=33.9179, longitudeE=32.898) from a surface water (ENVO:00002042) layer at a depth of 3-7 m, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (<-0.22 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of virus nucleotide sequences identification by pyrosequencing methods. This sample has replicate sample(s): TARA_A100001018,TARA_A100001019.	ERC000030	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-12-15T13:30	2009-12-15T10:41	TARA_20091215T1041Z_030_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2014-11-06T09:09:25Z	public	2014-05-01Z	33.9203	33.9179	32.8411	32.898	(search radius=5 degree) Marine Ecoregion:Levantine Sea (MRGID:21895)	-0.447961	207.738375	Tara Oceans	VIRUS_NUC-DNA-Fe(20L)_W<-0.22	ERS478030	39.425208	PUMP (High Volume Peristaltic Pump)	ERS478030	This version is NOT FINAL but can be used to provide data discovery services	TARA_20091214Z	SV Tara	TARA_030	0.22	20.460612	TARA_20091215T1041Z_030_EVENT_PUMP_P_S_(5-7m)_VIRUS_NUC-DNA-Fe(20L)_W<-0.22_TARA_A100001017
TARA_E500000056	SAMEA2591097	0.0419	5	This sample (TARA_E500000056) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-11-18T08:41Z at station TARA_023 (latitudeN=42.2038, longitudeE=17.715) from a surface water (ENVO:00002042) layer at a depth of 3-7 m, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (<-0.22 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of virus nucleotide sequences identification by pyrosequencing methods.	ERC000030	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2009-11-18T10:46	2009-11-18T08:41	TARA_20091118T0841Z_023_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2014-11-06T09:09:25Z	public	2014-05-01Z	42.1874	42.2038	17.7189	17.715	(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	221.457208	Tara Oceans	VIRUS_NUC-DNA-Fe(20L)_W<-0.22	ERS477992	38.201396	PUMP (High Volume Peristaltic Pump)	ERS477992	This version is NOT FINAL but can be used to provide data discovery services	TARA_20091111Z	SV Tara	TARA_023	0.22	17.321979	TARA_20091118T0841Z_023_EVENT_PUMP_P_S_(5-7m)_VIRUS_NUC-DNA-Fe(20L)_W<-0.22_TARA_E500000056
